OrderID	OrderDate	CustomerID	CustomerName	ProductCategory	ProductName	Quantity	UnitPrice	TotalAmount	Region	SalesRep	PaymentMethod	ShippingCost	OrderStatus
1094	13-01-2023	C2013	Enterprise Solutions	Office Supplies	File Folders Set	11	280	3080	East	Neha Singh	UPI	737	Delivered
1095	13-01-2023	C2023	Mega Systems	Furniture	Computer Desk	33	9500	313500	West	Rajesh Kumar	Credit Card	866	Cancelled
1096	13-01-2023	C2017	Digital Store	Furniture	Standing Desk	12	25000	300000	North	Neha Singh	Credit Card	354	Delivered
1097	13-01-2023	C2005	Digital Hub	Electronics	Laptop Pro 15	33	45000	1485000	North	Neha Singh	Credit Card	496	Delivered
1098	13-01-2023	C2007	Office Mart	Office Supplies	Desk Organizer	27	850	22950	South	Neha Singh	Credit Card	237	Shipped
1099	14-01-2023	C2004	Metro Enterprises	Office Supplies	Stapler Heavy Duty	47	450	21150	West	Neha Singh	Credit Card	299	Shipped
1100	14-01-2023	C2009	Supply Chain Co	Office Supplies	Pen Set Premium	41	450	18450	North	Neha Singh	Cash	832	Delivered
1101	14-01-2023	C2006	Innovative Tech	Office Supplies	Stapler Heavy Duty	38	450	17100	South	Neha Singh	Credit Card	269	Shipped
1102	14-01-2023	C2014	Tech World	Furniture	Meeting Chair	26	5500	143000	East	Neha Singh	Cash	394	Cancelled
1103	14-01-2023	C2016	Corporate Supplies	Electronics	Desktop Computer	2	35000	70000	East	Neha Singh	UPI	874	Delivered
1104	14-01-2023	C2019	Tech Mart	Furniture	Bookshelf	38	15000	570000	West	Rajesh Kumar	UPI	331	Delivered
1105	14-01-2023	C2008	Tech Bazaar	Furniture	Bookshelf	26	15000	390000	East	Amit Patel	Bank Transfer	707	Cancelled
1106	15-01-2023	C2006	Innovative Tech	Office Supplies	Whiteboard Markers	23	120	2760	West	Amit Patel	Cash	304	Delivered
1107	15-01-2023	C2008	Tech Bazaar	Office Supplies	Desk Organizer	26	850	22100	West	Rajesh Kumar	UPI	638	Delivered
1108	15-01-2023	C2021	Prime Solutions	Electronics	Graphics Card	23	55000	1265000	North	Neha Singh	Bank Transfer	854	Delivered
1109	15-01-2023	C2003	Smart Systems	Furniture	Bookshelf	20	15000	300000	East	Priya Sharma	Cash	218	Delivered
1110	15-01-2023	C2024	Pro Enterprises	Office Supplies	Desk Organizer	36	850	30600	West	Neha Singh	UPI	417	Processing
1111	15-01-2023	C2008	Tech Bazaar	Electronics	Webcam HD	50	3500	175000	North	Rajesh Kumar	Bank Transfer	750	Shipped
1112	15-01-2023	C2015	Office Plus	Office Supplies	Pen Set Premium	1	450	450	West	Priya Sharma	Credit Card	619	Cancelled
1113	15-01-2023	C2023	Mega Systems	Electronics	Graphics Card	11	55000	605000	South	Priya Sharma	Cash	570	Cancelled
1114	16-01-2023	C2000	ABC Corp	Electronics	Wireless Keyboard	36	1500	54000	East	Amit Patel	Cash	539	Delivered
1115	16-01-2023	C2022	Elite Traders	Furniture	Meeting Chair	37	5500	203500	South	Rajesh Kumar	Credit Card	398	Shipped
1116	16-01-2023	C2006	Innovative Tech	Office Supplies	Desk Organizer	44	850	37400	West	Neha Singh	Credit Card	196	Delivered
1117	16-01-2023	C2017	Digital Store	Furniture	Conference Table	17	45000	765000	West	Amit Patel	Cash	755	Delivered
1118	16-01-2023	C2014	Tech World	Electronics	Monitor 27 inch	46	22000	1012000	East	Neha Singh	Bank Transfer	834	Delivered
1119	16-01-2023	C2011	Data Systems	Furniture	Standing Desk	19	25000	475000	West	Neha Singh	Cash	698	Shipped
1120	16-01-2023	C2024	Pro Enterprises	Office Supplies	Notebook Set	44	320	14080	South	Neha Singh	Credit Card	896	Delivered
1121	16-01-2023	C2003	Smart Systems	Electronics	External SSD 1TB	19	8500	161500	East	Neha Singh	Cash	624	Processing
1122	17-01-2023	C2007	Office Mart	Furniture	Standing Desk	19	25000	475000	South	Amit Patel	Bank Transfer	552	Delivered
1123	17-01-2023	C2000	ABC Corp	Office Supplies	Notebook Set	44	320	14080	South	Priya Sharma	UPI	518	Processing
1124	17-01-2023	C2001	Tech Solutions	Office Supplies	Printer Cartridge	7	1200	8400	South	Neha Singh	Cash	793	Processing
1125	17-01-2023	C2024	Pro Enterprises	Electronics	Laptop Bag	8	1800	14400	North	Amit Patel	Credit Card	881	Delivered
1126	17-01-2023	C2023	Mega Systems	Office Supplies	Wireless Mouse	31	800	24800	West	Neha Singh	UPI	316	Delivered
1127	17-01-2023	C2016	Corporate Supplies	Furniture	Executive Chair	40	12000	480000	North	Neha Singh	Credit Card	363	Delivered
1128	17-01-2023	C2020	Business Hub	Furniture	Meeting Chair	19	5500	104500	East	Priya Sharma	UPI	777	Delivered
1129	18-01-2023	C2022	Elite Traders	Office Supplies	Paper Ream A4	31	350	10850	East	Amit Patel	UPI	693	Cancelled
1130	18-01-2023	C2004	Metro Enterprises	Furniture	Bookshelf	11	15000	165000	North	Amit Patel	UPI	165	Delivered
1131	18-01-2023	C2018	Office Depot	Office Supplies	Calculator Scientific	32	1500	48000	South	Rajesh Kumar	Cash	506	Processing
1132	18-01-2023	C2011	Data Systems	Office Supplies	Notebook Set	29	320	9280	North	Rajesh Kumar	Credit Card	398	Delivered
1133	18-01-2023	C2024	Pro Enterprises	Furniture	Office Partition	4	12000	48000	West	Amit Patel	UPI	130	Delivered
1134	18-01-2023	C2024	Pro Enterprises	Furniture	Ergonomic Chair	21	18000	378000	West	Amit Patel	UPI	322	Delivered
1135	18-01-2023	C2017	Digital Store	Electronics	Power Bank 20000mAh	26	2200	57200	South	Neha Singh	UPI	613	Delivered
1136	18-01-2023	C2009	Supply Chain Co	Furniture	Bookshelf	34	15000	510000	South	Rajesh Kumar	Bank Transfer	821	Delivered
1137	19-01-2023	C2009	Supply Chain Co	Electronics	Docking Station	40	8500	340000	South	Amit Patel	UPI	455	Delivered
1138	19-01-2023	C2014	Tech World	Furniture	Ergonomic Chair	43	18000	774000	North	Rajesh Kumar	Bank Transfer	847	Delivered
1139	19-01-2023	C2017	Digital Store	Furniture	Filing Cabinet	14	8500	119000	North	Neha Singh	Bank Transfer	171	Processing
1140	19-01-2023	C2012	Quick Shop	Electronics	Desktop Computer	9	35000	315000	North	Amit Patel	UPI	560	Cancelled
1141	19-01-2023	C2013	Enterprise Solutions	Electronics	USB Flash Drive 64GB	30	650	19500	West	Amit Patel	Cash	841	Delivered
1142	19-01-2023	C2016	Corporate Supplies	Office Supplies	Whiteboard Markers	48	120	5760	South	Priya Sharma	Credit Card	320	Delivered
1143	19-01-2023	C2021	Prime Solutions	Furniture	Meeting Chair	28	5500	154000	East	Rajesh Kumar	Credit Card	217	Delivered
1144	20-01-2023	C2018	Office Depot	Office Supplies	File Folders Set	7	280	1960	North	Priya Sharma	Cash	620	Delivered
1145	20-01-2023	C2012	Quick Shop	Electronics	Tablet 10 inch	2	18000	36000	North	Rajesh Kumar	Cash	245	Processing
1146	20-01-2023	C2004	Metro Enterprises	Furniture	Computer Desk	21	9500	199500	North	Amit Patel	UPI	361	Delivered
1147	20-01-2023	C2021	Prime Solutions	Office Supplies	Stapler Heavy Duty	7	450	3150	East	Neha Singh	Bank Transfer	321	Delivered
1148	20-01-2023	C2008	Tech Bazaar	Furniture	Filing Cabinet	42	8500	357000	North	Rajesh Kumar	UPI	162	Delivered
1149	20-01-2023	C2005	Digital Hub	Office Supplies	Whiteboard Markers	9	120	1080	North	Rajesh Kumar	Credit Card	354	Cancelled
1150	20-01-2023	C2001	Tech Solutions	Furniture	Bookshelf	5	15000	75000	North	Priya Sharma	UPI	888	Shipped
1151	20-01-2023	C2018	Office Depot	Electronics	Webcam HD	38	3500	133000	North	Priya Sharma	Credit Card	126	Delivered
1152	21-01-2023	C2015	Office Plus	Furniture	Executive Chair	31	12000	372000	North	Priya Sharma	Bank Transfer	117	Processing
1153	21-01-2023	C2021	Prime Solutions	Electronics	Bluetooth Speaker	40	3800	152000	South	Priya Sharma	Bank Transfer	382	Shipped
1154	21-01-2023	C2012	Quick Shop	Electronics	Power Bank 20000mAh	23	2200	50600	East	Neha Singh	Bank Transfer	167	Delivered
1155	21-01-2023	C2013	Enterprise Solutions	Furniture	Filing Cabinet	26	8500	221000	West	Neha Singh	Cash	109	Delivered
1156	21-01-2023	C2000	ABC Corp	Office Supplies	File Folders Set	24	280	6720	North	Rajesh Kumar	Bank Transfer	645	Delivered
1157	21-01-2023	C2005	Digital Hub	Office Supplies	Printer Cartridge	13	1200	15600	East	Neha Singh	Credit Card	424	Cancelled
1158	21-01-2023	C2001	Tech Solutions	Furniture	Conference Table	39	45000	1755000	West	Priya Sharma	Bank Transfer	544	Delivered
1159	22-01-2023	C2012	Quick Shop	Office Supplies	Notebook Set	46	320	14720	West	Priya Sharma	Credit Card	528	Delivered
1160	22-01-2023	C2004	Metro Enterprises	Office Supplies	Wireless Mouse	40	800	32000	South	Priya Sharma	UPI	218	Delivered
1161	22-01-2023	C2013	Enterprise Solutions	Electronics	Graphics Card	5	55000	275000	North	Amit Patel	Bank Transfer	693	Delivered
1162	22-01-2023	C2014	Tech World	Office Supplies	Pen Set Premium	37	450	16650	South	Rajesh Kumar	Cash	308	Delivered
1163	22-01-2023	C2004	Metro Enterprises	Furniture	Computer Desk	41	9500	389500	North	Rajesh Kumar	Cash	201	Delivered
1164	22-01-2023	C2004	Metro Enterprises	Electronics	Graphics Card	24	55000	1320000	South	Rajesh Kumar	Bank Transfer	648	Delivered
1165	22-01-2023	C2000	ABC Corp	Electronics	Docking Station	28	8500	238000	North	Neha Singh	Credit Card	730	Delivered
1166	22-01-2023	C2020	Business Hub	Furniture	Bookshelf	7	15000	105000	South	Rajesh Kumar	UPI	846	Cancelled
1167	23-01-2023	C2019	Tech Mart	Furniture	Filing Cabinet	6	8500	51000	West	Neha Singh	UPI	716	Delivered
1168	23-01-2023	C2005	Digital Hub	Furniture	Office Partition	22	12000	264000	East	Priya Sharma	UPI	730	Shipped
1169	23-01-2023	C2005	Digital Hub	Office Supplies	Stapler Heavy Duty	10	450	4500	West	Priya Sharma	UPI	479	Cancelled
1170	23-01-2023	C2007	Office Mart	Furniture	Computer Desk	27	9500	256500	South	Priya Sharma	Cash	583	Shipped
1171	23-01-2023	C2024	Pro Enterprises	Electronics	Monitor 27 inch	46	22000	1012000	South	Rajesh Kumar	UPI	352	Delivered
1172	23-01-2023	C2010	Modern Office	Furniture	Ergonomic Chair	40	18000	720000	South	Priya Sharma	Cash	530	Delivered
1173	23-01-2023	C2009	Supply Chain Co	Office Supplies	Wireless Mouse	30	800	24000	North	Amit Patel	Bank Transfer	732	Cancelled
1174	23-01-2023	C2018	Office Depot	Office Supplies	Desk Organizer	21	850	17850	West	Priya Sharma	Cash	203	Delivered
1175	24-01-2023	C2018	Office Depot	Furniture	Standing Desk	27	25000	675000	North	Rajesh Kumar	Credit Card	339	Shipped
1176	24-01-2023	C2008	Tech Bazaar	Electronics	Tablet 10 inch	30	18000	540000	West	Amit Patel	Cash	606	Delivered
1177	24-01-2023	C2001	Tech Solutions	Office Supplies	Desk Organizer	37	850	31450	West	Neha Singh	UPI	884	Cancelled
1178	24-01-2023	C2017	Digital Store	Electronics	Smart Watch	28	12000	336000	West	Amit Patel	UPI	769	Shipped
1179	24-01-2023	C2010	Modern Office	Office Supplies	Calculator Scientific	17	1500	25500	North	Amit Patel	Cash	305	Delivered
1180	24-01-2023	C2003	Smart Systems	Furniture	Conference Table	32	45000	1440000	North	Priya Sharma	UPI	284	Delivered
1181	25-01-2023	C2010	Modern Office	Furniture	Executive Chair	22	12000	264000	South	Rajesh Kumar	UPI	153	Delivered
1182	25-01-2023	C2001	Tech Solutions	Furniture	Bookshelf	6	15000	90000	East	Neha Singh	Credit Card	879	Processing
1183	25-01-2023	C2010	Modern Office	Furniture	Office Partition	41	12000	492000	East	Amit Patel	Credit Card	495	Shipped
1184	25-01-2023	C2024	Pro Enterprises	Office Supplies	Printer Cartridge	7	1200	8400	South	Amit Patel	Credit Card	760	Delivered
1185	25-01-2023	C2008	Tech Bazaar	Electronics	Power Bank 20000mAh	33	2200	72600	North	Amit Patel	Credit Card	761	Delivered
1186	25-01-2023	C2019	Tech Mart	Electronics	Smart Watch	14	12000	168000	North	Priya Sharma	Credit Card	896	Shipped
1187	25-01-2023	C2018	Office Depot	Electronics	Bluetooth Speaker	24	3800	91200	West	Amit Patel	Bank Transfer	118	Processing
1188	25-01-2023	C2003	Smart Systems	Electronics	Monitor 27 inch	50	22000	1100000	South	Priya Sharma	Bank Transfer	893	Delivered
1189	25-01-2023	C2006	Innovative Tech	Electronics	Wireless Keyboard	34	1500	51000	South	Neha Singh	UPI	411	Processing
1190	26-01-2023	C2014	Tech World	Electronics	Headphones Wireless	14	4500	63000	East	Rajesh Kumar	Bank Transfer	699	Processing
1191	26-01-2023	C2024	Pro Enterprises	Office Supplies	Desk Organizer	13	850	11050	North	Priya Sharma	Bank Transfer	694	Delivered
1192	26-01-2023	C2003	Smart Systems	Electronics	Monitor 27 inch	17	22000	374000	South	Amit Patel	Credit Card	852	Shipped
1193	26-01-2023	C2017	Digital Store	Electronics	Docking Station	7	8500	59500	South	Rajesh Kumar	Bank Transfer	410	Delivered
1194	26-01-2023	C2007	Office Mart	Furniture	Conference Table	48	45000	2160000	South	Neha Singh	Credit Card	754	Delivered
1195	26-01-2023	C2013	Enterprise Solutions	Electronics	USB Flash Drive 64GB	45	650	29250	West	Rajesh Kumar	Bank Transfer	580	Delivered
1196	26-01-2023	C2002	Global Traders	Office Supplies	Wireless Mouse	5	800	4000	North	Rajesh Kumar	Bank Transfer	817	Delivered
1197	27-01-2023	C2016	Corporate Supplies	Electronics	Laptop Bag	5	1800	9000	East	Neha Singh	Bank Transfer	849	Delivered
1198	27-01-2023	C2003	Smart Systems	Office Supplies	File Folders Set	11	280	3080	East	Rajesh Kumar	Credit Card	113	Processing
1199	27-01-2023	C2017	Digital Store	Furniture	Executive Chair	14	12000	168000	West	Priya Sharma	Cash	369	Shipped
1200	27-01-2023	C2000	ABC Corp	Electronics	Bluetooth Speaker	40	3800	152000	South	Priya Sharma	Bank Transfer	300	Cancelled
1201	27-01-2023	C2023	Mega Systems	Electronics	Bluetooth Speaker	39	3800	148200	West	Priya Sharma	UPI	704	Processing
1202	27-01-2023	C2023	Mega Systems	Electronics	Graphics Card	47	55000	2585000	South	Rajesh Kumar	UPI	784	Delivered
1203	27-01-2023	C2011	Data Systems	Furniture	Executive Chair	21	12000	252000	West	Priya Sharma	Bank Transfer	858	Processing
1204	28-01-2023	C2021	Prime Solutions	Electronics	Monitor 27 inch	9	22000	198000	West	Neha Singh	Bank Transfer	366	Shipped
1205	28-01-2023	C2016	Corporate Supplies	Office Supplies	Printer Cartridge	36	1200	43200	North	Priya Sharma	Bank Transfer	790	Processing
1206	28-01-2023	C2017	Digital Store	Furniture	Bookshelf	20	15000	300000	East	Priya Sharma	Credit Card	584	Delivered
1207	28-01-2023	C2015	Office Plus	Electronics	Laptop Pro 15	31	45000	1395000	West	Priya Sharma	Credit Card	522	Shipped
1208	28-01-2023	C2022	Elite Traders	Furniture	Filing Cabinet	50	8500	425000	East	Neha Singh	Bank Transfer	624	Cancelled
1209	28-01-2023	C2018	Office Depot	Electronics	Desktop Computer	4	35000	140000	West	Neha Singh	Cash	491	Cancelled
1210	28-01-2023	C2017	Digital Store	Electronics	External SSD 1TB	13	8500	110500	North	Priya Sharma	Bank Transfer	395	Delivered
